Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
M8Y62_00580	213.712931360549	1.54990877352067	0.193282579919245	8.01887461440255	1.06718372558775e-15	7.73964383701293e-15
M8Y62_04670	1467.79144766787	-1.80452307050699	0.225127344155473	-8.01556593347801	1.09631036042433e-15	7.93999024049785e-15
M8Y62_22630	3085.48150119976	-3.01535898185345	0.376246788874511	-8.01431153970369	1.10755644601123e-15	8.01046638859283e-15
M8Y62_00550	3424.26411964224	0.992090995569734	0.123796297096759	8.01389879048091	1.11128167980497e-15	8.02642929115968e-15
M8Y62_02220	148.318295604317	-1.80215914446859	0.224915353814119	-8.01261058397101	1.12298783771553e-15	8.09991363983906e-15
M8Y62_06695	1416.4602890602	-1.26675295002155	0.158106457712289	-8.01202536791192	1.12834584484702e-15	8.12747204592125e-15
M8Y62_07430	49.8317314916149	-2.5193476350514	0.314604533842993	-8.00798260685177	1.16605391010132e-15	8.38765581320499e-15
M8Y62_20035	781.129799249106	-1.24283963430547	0.1555520079484	-7.98986558063426	1.35085962464502e-15	9.70379733083997e-15
M8Y62_09660	254.417165787888	1.56244650686111	0.195570558468636	7.98917034903126	1.3584987063883e-15	9.7454310185549e-15
M8Y62_17965	244.388910373699	1.45336222724484	0.182047898920795	7.98340566334779	1.42350112911096e-15	1.01979003653247e-14
M8Y62_05205	1025.46852669912	1.94110791524476	0.243175071058136	7.98234747829354	1.43576164518822e-15	1.0271815721394e-14
M8Y62_22140	1586.00662139176	-2.76108220389467	0.346022019614299	-7.97949855033033	1.46928971305022e-15	1.04974793417521e-14
M8Y62_04910	430.26268830647	1.52878015476313	0.191653131770984	7.9768075827216	1.50166649643088e-15	1.07143195231175e-14
M8Y62_23625	120.082150615071	-2.08538961433389	0.261608424562496	-7.97141612630181	1.56866340416928e-15	1.11772552801118e-14
M8Y62_09315	187.92273667542	-1.42010937152612	0.178309678762104	-7.9642865232279	1.66179798747812e-15	1.18146510386901e-14
M8Y62_17615	414.471920176756	1.51445301558831	0.190156918858832	7.96422777923009	1.66258754923122e-15	1.18146510386901e-14
M8Y62_01900	332.409891499397	1.44994381305513	0.18210532160881	7.96211664901169	1.69120922226108e-15	1.20019102793212e-14
M8Y62_20340	617.546587031321	1.30067514826007	0.163499922150954	7.95520347134596	1.78837354551088e-15	1.26744382508257e-14
M8Y62_05060	306.459529369143	-1.15185994499238	0.144927635714893	-7.94782816479773	1.89809683396924e-15	1.34340534955761e-14
M8Y62_20980	1749.25498128568	0.96684567940348	0.121680180239433	7.94579427398113	1.92950418873317e-15	1.36380864249095e-14
M8Y62_21030	1005.1426958058	1.17977221899293	0.148656834927137	7.93621241546802	2.08448897370993e-15	1.47138761068149e-14
M8Y62_05655	310.95298332403	-1.88074281770657	0.237035790245993	-7.934425496482	2.11471921287844e-15	1.49073606379844e-14
M8Y62_20325	2399.28318498799	-1.24222119969604	0.156806159705197	-7.92201787245773	2.33686711275631e-15	1.64514200068477e-14
M8Y62_25885	256.493461590365	1.65609553283635	0.20917185259843	7.91739190652832	2.42544325142691e-15	1.70522851998592e-14
M8Y62_15785	653.324319671246	-1.25230812713808	0.158289495898127	-7.91150492982834	2.54295869245311e-15	1.78547444980074e-14
M8Y62_07525	744.074730837104	-1.08089337743802	0.136840588795373	-7.89892375466433	2.81321892731884e-15	1.97261120274996e-14
M8Y62_15700	212.187324038248	1.47665360987061	0.186958120409298	7.89831223504947	2.82705244737791e-15	1.97968560123007e-14
M8Y62_10220	430.684653143501	1.15981625105174	0.146910700996157	7.89470231363254	2.91008982120991e-15	2.03513821226677e-14
M8Y62_27190	530.39787535658	-1.7025402548355	0.215708040566069	-7.89279922235458	2.95482782125684e-15	2.06369546776551e-14
M8Y62_08585	186.496934432276	1.44461225862614	0.183104608353785	7.8895461540484	3.03287453223675e-15	2.11540998046645e-14
M8Y62_07885	210.070912791087	1.43548610514494	0.182186336927457	7.87921931663034	3.2943282623184e-15	2.29474486467423e-14
M8Y62_25260	910.883022112384	-1.85764736763611	0.235811318220365	-7.87768535308447	3.33501248515597e-15	2.32002776434468e-14
M8Y62_19785	179.156741108447	-1.34617807990108	0.171027552343161	-7.87111819971569	3.51485354497774e-15	2.44192256140569e-14
M8Y62_16695	52.7546836518989	-2.38205658471107	0.303200772660507	-7.85636713194742	3.95434913198348e-15	2.74227929396896e-14
M8Y62_25990	197.482995513463	-1.4817019191645	0.188601302005221	-7.85626558995593	3.95755457026351e-15	2.74227929396896e-14
M8Y62_15285	202.310012609784	1.36778381995137	0.174258246048756	7.84917701724527	4.18776185135648e-15	2.89799697750284e-14
M8Y62_17245	389.681514736951	-1.28886662511945	0.164314819491026	-7.84388547004937	4.36815526640638e-15	3.01888063967196e-14
M8Y62_04145	175.75726275579	-1.7240299143473	0.219811346955583	-7.84322528488791	4.391191554735e-15	3.03083939293524e-14
M8Y62_08740	1723.72719454004	-1.26457251497974	0.161705695250597	-7.82021012321194	5.2735235631131e-15	3.63508723313937e-14
M8Y62_23175	2513.0963858851	0.90983207936812	0.1164344507925	7.81411406310961	5.53509546228948e-15	3.81042313920892e-14
M8Y62_13545	70.5561561464571	-2.16269253843973	0.276844676355276	-7.81193471701201	5.63167305370881e-15	3.86683836817643e-14
