	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
M8Y62_11915	500.636085633268	-1.01705678100397	0.188053285877075	-5.40834357804732	6.36103085451691e-08	7.43331891284976e-07
M8Y62_11930	367.923633140789	1.09215069015537	0.246907265514139	4.423323420156	9.71940746691343e-06	7.38743573547984e-05
M8Y62_11940	30252.9891649196	1.09494092174903	0.155934053473823	7.0218204257279	2.18995892442878e-12	5.29273254599446e-11
M8Y62_11945	32.0001132162513	1.03571579105955	0.426907817063529	2.42608766966061	0.0152625828107319	0.0433499747888149
M8Y62_11970	129.844902945945	-1.5836788223088	0.233234550802319	-6.79006955385039	1.12079496748049e-11	2.49341708874217e-10
M8Y62_12030	609.292151031346	1.48611175537084	0.189948440681245	7.82376391214871	5.12669133932134e-15	1.82943743967594e-13
M8Y62_12080	205.579939542057	-1.07557280631234	0.266338510612849	-4.03836757905354	5.38244640486087e-05	0.00034069604207911
M8Y62_12135	81.2615434636553	1.14028244722352	0.281410737035635	4.05202182132491	5.07769278754701e-05	0.000325266289089507
M8Y62_12145	2129.58425282748	-1.28981849495367	0.273852172358157	-4.70990784497698	2.47828822214714e-06	2.12190957764192e-05
M8Y62_12155	370.731543206876	-1.5505639727424	0.247330063471069	-6.26920945630928	3.62885722059344e-10	6.28489701690401e-09
M8Y62_12200	48.4416084178309	-1.35412694892341	0.40516150188128	-3.34219056508532	0.000831199739620004	0.00370451719661321
M8Y62_12235	36.8369308921731	-1.36785139945271	0.519195067878597	-2.63456162062879	0.00842460105187476	0.0261413140896074
M8Y62_12250	351.650573458544	-1.44405021973503	0.261148387972045	-5.5296156753976	3.20933118642992e-08	3.9318004419926e-07
M8Y62_12255	224.17493332514	-2.69989102907871	0.33590484768726	-8.03766616548628	9.1565683632876e-16	3.71644839600001e-14
M8Y62_12325	37.7931491604395	1.62084829634247	0.422702466421917	3.83448980097656	0.000125825192767948	0.00071936833327654
M8Y62_12330	273.69425527471	2.32503013874684	0.221389967928723	10.5019670064517	8.45986293120678e-26	1.79924364820906e-23
M8Y62_12355	294.986572437187	1.36092578949756	0.226216305825164	6.01603754660099	1.78738131180594e-09	2.72306774638171e-08
M8Y62_12360	52.6748740198764	-1.40986839264362	0.358293212836403	-3.93495701881288	8.32115862695841e-05	0.000500493217415587
M8Y62_12390	2210.35958962365	1.29164110953774	0.177231987506884	7.28785546958655	3.14927543827974e-13	8.81299868701757e-12
M8Y62_12405	89.4461538660665	-3.04076003612153	0.457185279425007	-6.65104537037114	2.91018547268305e-11	6.0680220228454e-10
M8Y62_12410	875.204488793565	1.13010525470054	0.205645320425966	5.49540953501726	3.89804731718084e-08	4.71043581487512e-07
M8Y62_12525	60.1261672153079	1.13442415615542	0.346147469562889	3.27728571174581	0.00104810253749979	0.00452334512328439
M8Y62_12550	21.667653557186	1.70352825901007	0.596686111199326	2.85498225454924	0.00430392336567896	0.0149568369511863
M8Y62_12585	116.953287138699	-2.18598780338003	0.347105344211232	-6.29776475596336	3.01968314671799e-10	5.33410474787361e-09
M8Y62_12590	27.1414344280764	-3.30472755928355	0.655507113415727	-5.04148237547449	4.61939406839565e-07	4.59949780180892e-06
M8Y62_12595	18.2819884880749	-1.70165337492912	0.592720345067697	-2.87092115040317	0.00409277600569768	0.0143260632141505
