Geneid	SRR35308233	SRR35308234	SRR35308235	SRR35308236	SRR35308237	SRR35308238	SRR35308239	SRR35308240	SRR35308241	SRR35308242	SRR35308243	SRR35308244
M8Y62_15090	78	122	109	109	83	68	95	69	57	29	28	7
M8Y62_15095	394	581	602	390	347	342	402	397	272	157	125	30
M8Y62_15100	307	366	356	427	375	415	304	249	196	227	230	60
M8Y62_15105	49	49	48	53	63	70	91	79	81	66	78	51
M8Y62_15110	79	93	54	63	56	66	149	95	89	28	31	35
M8Y62_15115	31	17	37	8	5	18	56	28	19	8	10	8
M8Y62_15120	37	48	44	66	58	64	168	113	118	59	69	45
M8Y62_15130	11	3	8	6	10	4	17	18	18	19	18	8
M8Y62_15135	1	1	0	0	0	1	0	1	1	1	3	0
M8Y62_15140	4	1	1	3	4	3	1	0	2	4	5	9
M8Y62_15145	6	6	3	7	5	4	8	2	6	5	11	3
M8Y62_15150	3	6	2	0	0	0	0	3	4	4	1	2
M8Y62_15155	3	0	2	1	2	0	4	0	4	3	1	1
M8Y62_15165	34	49	38	12	14	11	103	84	52	29	26	11
M8Y62_15170	1566	1815	1585	1189	1195	1409	3855	2950	2467	1366	1408	1303
M8Y62_15175	7	6	8	10	6	5	11	8	5	9	15	7
M8Y62_15180	197	233	267	236	204	290	536	428	377	181	231	216
M8Y62_15185	331	377	381	474	462	482	649	496	473	383	460	383
M8Y62_15190	1607	1695	1885	2309	2452	3257	3851	2778	2881	1757	1956	2802
M8Y62_15195	191	211	210	192	167	187	489	329	279	137	168	91
M8Y62_15200	279	343	335	310	334	357	770	580	490	227	280	261
M8Y62_15205	74	80	76	56	60	50	206	144	147	71	55	15
M8Y62_15210	73	61	61	31	31	36	396	283	224	27	32	18
M8Y62_15215	211	236	276	239	253	253	918	627	670	287	344	292
M8Y62_15220	683	611	724	574	658	652	2107	1594	1576	599	587	385
M8Y62_15225	238	201	274	62	76	57	549	492	443	52	59	42
M8Y62_15230	429	322	376	145	191	147	929	809	721	206	201	154
M8Y62_15235	367	285	357	75	110	67	765	641	540	72	98	57
M8Y62_15240	3251	2556	2541	1077	1477	1092	6825	5412	5892	2206	2470	2010
M8Y62_15245	61	71	58	47	58	61	210	130	141	48	72	51
M8Y62_15250	54	54	50	11	23	27	88	67	62	10	26	17
M8Y62_15255	36	19	15	18	12	17	48	38	34	7	15	10
M8Y62_15260	252	279	274	149	137	175	850	576	475	85	93	88
M8Y62_15265	176	173	156	163	134	193	369	216	208	80	131	88
M8Y62_15270	56	75	70	49	59	50	171	119	128	53	43	40
M8Y62_15275	852	965	916	313	374	408	2371	1821	1483	264	283	151
M8Y62_15280	412	473	434	152	153	196	780	634	471	65	75	49
M8Y62_15285	419	508	412	143	146	192	596	431	402	82	78	55
M8Y62_15290	511	561	507	304	278	323	700	545	514	203	181	174
M8Y62_15295	248	253	233	139	123	119	295	246	236	92	122	106
M8Y62_15300	133	144	144	96	90	123	271	206	198	103	117	298
M8Y62_15305	78	59	52	59	91	124	156	129	131	81	109	494
M8Y62_15310	533	496	515	443	533	598	1440	953	1073	506	600	767
M8Y62_15315	41	31	29	29	47	40	127	79	71	27	32	75
M8Y62_15320	606	671	896	418	508	585	3255	2210	2480	355	364	212
M8Y62_15325	90	120	117	42	56	67	247	160	157	58	65	60
M8Y62_15330	156	154	212	178	192	230	750	552	459	163	198	179
M8Y62_15335	5008	5697	6431	2152	2218	1756	5592	3816	3299	1461	1373	1071
M8Y62_15340	92	114	120	28	35	48	197	136	109	44	55	31
M8Y62_15345	88	107	114	41	38	56	316	224	180	55	58	33
M8Y62_15350	1018	1122	1057	1067	1300	1210	3145	2320	2546	1188	1136	828
M8Y62_15355	283	298	321	180	191	200	638	378	398	149	188	155
M8Y62_15360	399	404	383	389	408	399	746	550	575	363	375	332
M8Y62_15365	535	558	616	653	707	698	1187	877	877	562	567	542
M8Y62_15370	4834	6510	8531	12195	11308	11036	15911	11818	9144	7828	8934	5886
M8Y62_15375	3103	4299	4991	25635	26665	21129	4925	2691	3405	28114	28246	16327
M8Y62_15380	2101	2162	2378	1735	1855	1933	2850	2054	1794	954	961	1058
M8Y62_15385	1991	2166	2024	1751	2201	2316	5464	3893	4270	2428	2580	2146
M8Y62_15390	1016	1009	921	267	315	320	994	671	632	336	424	345
M8Y62_15395	516	604	527	422	529	561	1199	830	848	562	559	621
M8Y62_15400	25	25	35	22	24	26	55	54	39	22	15	25
M8Y62_15405	188	232	237	113	139	148	768	582	528	75	72	76
M8Y62_15410	153	142	159	88	94	137	542	365	436	70	96	121
M8Y62_15415	776	896	1015	738	718	673	1338	997	966	596	605	298
M8Y62_15420	98	122	140	90	111	128	306	192	179	75	88	42
M8Y62_15425	112	133	192	49	56	43	275	211	153	30	20	18
M8Y62_15430	2027	2286	2177	2442	2646	2338	2481	1670	1651	1737	1724	1067
M8Y62_15435	1498	1532	1485	708	781	900	1743	1161	1137	345	361	255
M8Y62_15440	370	448	385	237	310	288	473	316	306	172	154	124
M8Y62_15445	318	340	266	248	240	266	299	232	229	125	100	147
M8Y62_15450	1053	1226	1111	1455	1604	1550	1450	1129	1063	875	885	697
M8Y62_15455	1236	1253	1062	1677	1912	2096	1766	1288	1309	999	1040	922
M8Y62_15460	705	708	668	1193	1392	1563	967	747	830	1020	996	899
M8Y62_15465	66	73	70	52	61	37	119	72	74	43	33	30
M8Y62_15470	75	70	51	69	64	58	107	63	61	70	65	50
M8Y62_15475	17	14	24	12	14	13	62	36	23	8	12	8
M8Y62_15480	145	132	97	257	294	248	239	173	180	348	438	348
M8Y62_15485	72	87	66	63	46	49	120	88	78	48	43	43
M8Y62_15490	69	87	60	34	45	42	118	100	89	31	19	18
M8Y62_15495	16	11	17	3	2	7	47	44	24	6	7	6
M8Y62_15500	78	89	84	31	28	38	155	86	96	16	22	15
M8Y62_15505	567	611	608	69	94	93	1610	1230	714	78	52	58
M8Y62_15510	816	812	784	201	213	203	2679	2101	1373	125	85	60
M8Y62_15515	12105	14274	13726	15995	16310	14512	17545	13100	11304	12599	11256	7948
M8Y62_15520	101	103	103	52	66	75	535	362	400	86	109	96
M8Y62_15525	339	364	411	188	254	221	934	761	784	169	200	202
M8Y62_15530	710	704	637	530	658	702	1535	1149	1400	473	531	469
M8Y62_15535	159	148	157	96	84	95	425	304	237	100	99	82
M8Y62_15540	59	60	72	48	41	38	162	101	109	42	57	43
M8Y62_15545	193	191	218	176	186	155	272	220	173	211	216	167
M8Y62_15550	116	143	115	145	176	167	286	248	204	212	185	243
M8Y62_15555	57	74	59	42	55	45	199	135	102	33	38	42
M8Y62_15560	282	242	234	54	79	81	623	436	388	96	87	77
M8Y62_15565	174	219	182	249	303	351	502	409	390	290	310	1272
M8Y62_15570	55	52	60	34	28	26	75	58	34	12	14	9
M8Y62_15575	2474	3157	4158	5035	4572	4980	5861	4956	4518	2781	3220	1697
M8Y62_15580	71	76	74	33	37	42	126	98	77	28	49	31
M8Y62_15585	183	208	184	189	146	125	308	257	187	139	164	79
M8Y62_15590	115	168	137	47	43	41	315	191	136	60	61	51
M8Y62_15595	33	28	24	8	12	9	73	52	35	20	13	13
M8Y62_15600	75	121	133	57	33	38	281	190	115	28	32	44
M8Y62_15605	10	2	15	8	11	9	38	16	15	18	22	18
M8Y62_15610	148	178	189	144	198	198	443	296	247	259	294	171
M8Y62_15615	10947	14155	15880	12599	13169	12782	7688	5657	4243	11008	11284	9019
M8Y62_15620	510	653	678	770	827	948	1704	1297	1090	597	746	651
M8Y62_15625	747	661	684	266	276	271	795	630	610	194	192	137
M8Y62_15630	4001	4545	5394	3672	3752	3914	24005	17170	20002	1819	1746	2504
M8Y62_15635	258	290	263	209	196	164	554	384	351	184	164	88
M8Y62_15640	87	102	98	160	108	118	320	196	246	78	89	49
M8Y62_15645	125	132	123	229	163	170	624	354	368	105	145	200
M8Y62_15650	120	114	167	151	141	141	561	358	365	121	140	509
M8Y62_15655	80	89	81	160	153	217	401	276	295	166	206	864
M8Y62_15660	534	649	686	440	490	516	1253	996	923	313	320	309
M8Y62_15665	49	45	42	9	11	16	132	99	76	4	11	6
M8Y62_15670	25	30	18	4	14	11	61	51	37	5	6	3
M8Y62_15675	49	52	52	10	6	16	79	65	64	6	5	7
M8Y62_15680	142	128	87	37	41	46	193	148	152	19	11	15
M8Y62_15685	160	170	151	67	52	59	229	205	133	37	30	14
M8Y62_15695	452	510	387	204	168	178	841	674	614	113	113	44
M8Y62_15700	260	285	265	72	69	83	606	480	435	81	82	51
M8Y62_15705	66	93	89	43	40	46	164	127	125	55	49	38
M8Y62_15710	651	749	779	583	604	716	1740	1160	1231	529	568	885
M8Y62_15715	874	981	916	973	948	862	1677	1276	1047	795	874	641
M8Y62_15720	2014	2071	2022	1172	1281	1299	4493	3238	3226	763	861	859
M8Y62_15725	1720	1964	2019	2244	2307	2182	4125	2944	3023	2443	2494	2053
M8Y62_15730	11807	11762	10317	7455	8830	8322	11476	7981	6620	7381	7275	7129
M8Y62_15735	762	781	868	1023	1086	1183	1841	1356	1367	617	677	742
M8Y62_15740	802	891	882	677	683	782	1634	1189	1144	589	605	681
M8Y62_15745	233	266	250	132	166	151	681	453	441	141	146	150
M8Y62_15750	83	118	78	32	31	55	304	184	153	55	63	36
M8Y62_15755	448	425	385	89	118	137	1001	805	582	73	76	72
M8Y62_15760	487	563	485	450	555	516	877	599	605	640	663	716
M8Y62_15765	397	329	312	948	1171	1230	656	499	635	1786	1967	3262
M8Y62_15770	814	844	886	1295	1391	1623	1144	978	1079	1486	1372	1877
M8Y62_15775	11034	11791	8418	4779	4743	4996	24012	15065	12906	5843	5961	3743
M8Y62_15780	153	192	156	171	153	137	743	472	440	125	125	110
M8Y62_15785	334	350	376	493	564	610	715	560	591	568	609	558
M8Y62_15790	984	1030	1094	1142	1328	1472	2450	1750	1908	1918	2005	2139
M8Y62_15795	3622	5656	7739	29703	26318	24378	15650	12335	8737	21371	23925	9502
M8Y62_15800	4375	6421	8501	14072	13731	12146	9896	7841	5413	11481	11354	4374
M8Y62_15805	243	308	318	447	482	450	531	386	325	476	516	540
M8Y62_15810	92	95	115	162	176	132	212	176	147	151	174	144
M8Y62_15815	26	38	38	23	35	34	120	88	79	34	44	47
M8Y62_15820	8	6	6	0	2	3	23	21	8	1	1	1
M8Y62_15825	84	86	86	63	48	67	336	255	270	82	102	81
M8Y62_15830	18	22	17	8	5	8	49	34	23	5	6	3
M8Y62_15835	39	44	54	35	18	27	93	76	61	18	29	21
M8Y62_15840	175	203	196	208	210	215	449	320	284	157	145	142
M8Y62_15845	119	132	102	33	21	39	190	129	107	19	32	17
M8Y62_15850	109	128	83	49	59	68	202	143	141	58	78	65
M8Y62_15860	257	244	244	246	287	280	744	442	547	383	366	536
M8Y62_15865	420	481	514	944	1039	1062	1407	1107	988	1119	1298	1361
M8Y62_15870	6	8	2	5	3	4	12	9	17	4	0	4
M8Y62_15875	14	20	17	14	20	13	23	21	19	25	37	23
M8Y62_15880	20	18	25	8	7	9	33	24	16	12	8	5
M8Y62_15885	2	7	6	4	2	0	12	5	4	3	5	1
M8Y62_15890	1	1	2	0	0	1	7	1	4	0	2	3
M8Y62_15895	212	232	222	252	300	267	417	274	325	370	463	299
M8Y62_15900	16	14	5	2	5	0	14	16	12	4	2	0
M8Y62_15905	42	44	35	22	16	14	51	48	45	6	12	7
M8Y62_15910	57	66	54	19	23	15	72	41	24	29	32	18
M8Y62_15915	2	1	1	0	0	0	2	0	0	3	0	0
M8Y62_15920	22	22	22	14	21	7	33	11	12	16	30	24
M8Y62_15925	9330	9161	9378	11169	13870	15949	20709	14937	15788	13558	14787	33446
M8Y62_15930	307	330	351	172	181	204	649	512	436	157	167	119
M8Y62_15935	209	223	233	179	160	180	578	435	365	219	173	111
M8Y62_15940	925	1114	1192	354	382	397	2281	1790	1660	430	440	180
M8Y62_15945	196	232	234	73	103	146	564	477	413	132	145	44
M8Y62_15950	777	866	709	305	365	423	1403	1133	1017	277	337	289
M8Y62_15955	78	77	102	101	142	145	288	229	273	165	250	215
M8Y62_15960	99	82	108	220	266	269	269	173	186	209	191	263
M8Y62_15965	649	715	793	1203	1290	1297	3523	2757	2860	937	1069	1005
M8Y62_15970	282	285	321	356	386	458	1984	1495	1525	278	362	368
M8Y62_15975	774	877	915	1124	1071	1164	2203	1563	1467	1027	1034	771
M8Y62_15980	163	172	163	45	36	39	426	318	216	37	36	26
M8Y62_15990	887	1138	1056	294	309	322	3685	2596	1763	504	575	342
M8Y62_15995	225	221	201	84	94	90	426	283	338	53	84	49
M8Y62_16000	47	35	39	19	21	27	107	98	89	17	28	14
M8Y62_16005	52	36	51	16	31	38	111	71	69	22	24	37
M8Y62_16010	388	381	346	153	201	192	710	506	455	184	205	359
M8Y62_16015	159	187	211	84	81	96	542	413	356	85	96	100
M8Y62_16020	205	268	236	126	122	136	657	577	473	103	130	157
M8Y62_16025	570	626	530	365	425	509	1543	1119	1068	286	355	451
M8Y62_16030	83	87	66	36	31	28	134	112	63	31	23	19
M8Y62_16035	46	75	53	11	8	7	80	56	26	9	14	8
M8Y62_16040	24	15	19	2	4	5	61	28	20	3	4	3
M8Y62_16045	47	45	50	14	12	12	84	43	28	7	6	7
M8Y62_16050	238	237	210	89	84	82	1072	473	260	92	102	63
M8Y62_16055	106	126	117	66	66	49	980	416	223	58	29	43
M8Y62_16060	109	106	90	106	128	121	699	350	164	164	165	130
M8Y62_16065	724	764	684	513	462	498	1287	843	695	429	545	356
M8Y62_16070	66	55	59	16	36	30	160	122	99	17	20	10
M8Y62_16075	574	573	371	344	379	419	922	690	758	441	454	702
M8Y62_16080	602	596	489	503	579	527	1163	870	1000	500	567	931
M8Y62_16085	526	576	498	346	416	428	1277	938	1096	503	552	635
M8Y62_16090	131	158	157	76	76	120	404	340	369	78	77	79
M8Y62_16095	399	465	554	266	326	382	1693	1228	1265	202	237	205
M8Y62_16100	0	0	0	0	1	3	0	1	0	4	0	4
M8Y62_16105	876	973	975	587	619	740	2187	1658	1517	437	484	391
M8Y62_16110	719	889	1117	2821	3349	3649	5594	4155	4887	1332	1516	2058
M8Y62_16115	4584	4481	3962	923	797	650	7178	4879	4417	1364	1732	813
M8Y62_16120	4	3	6	7	6	8	18	16	16	11	23	16
M8Y62_16125	311	303	349	183	179	179	765	507	509	142	155	129
M8Y62_16130	1	1	4	1	0	0	6	4	4	2	1	0
M8Y62_16135	281	321	312	74	100	78	972	648	678	74	82	51
M8Y62_16140	2175	2228	2308	754	728	600	5505	3572	4203	442	472	466
M8Y62_16145	223	258	195	234	199	173	1020	705	751	365	380	229
M8Y62_16150	4603	4290	4017	1892	1995	1790	2972	1976	1649	1446	1545	1087
M8Y62_16155	1277	1438	1541	895	885	848	2630	1841	1573	835	812	662
M8Y62_16165	285	307	378	378	444	422	918	731	635	330	407	403
M8Y62_16170	171	198	189	147	115	139	393	309	266	82	137	105
M8Y62_16175	486	524	550	795	818	872	1289	958	827	933	1081	854
M8Y62_16180	1199	1410	1299	796	821	844	1868	1305	1066	651	654	567
M8Y62_16185	269	303	319	378	370	347	592	451	433	487	496	246
M8Y62_16190	228	224	222	101	120	117	547	402	401	88	100	84
M8Y62_16195	355	304	329	208	282	301	842	613	606	370	309	252
M8Y62_16200	380	392	345	183	174	225	758	538	554	206	192	162
M8Y62_16205	141	170	211	68	65	77	294	214	169	51	66	47
M8Y62_16210	3121	3298	3128	1251	1467	1648	6484	4702	4119	1334	1432	1165
M8Y62_16215	4294	4515	3985	5406	6726	6206	8649	6116	6848	9753	9513	11179
M8Y62_16220	2625	2665	2454	1844	2143	1966	3994	2848	2805	2518	2602	2994
M8Y62_16225	1480	1537	1299	741	763	771	2751	2020	2135	510	578	872
M8Y62_16230	887	978	848	369	410	447	1918	1440	1309	363	349	444
M8Y62_16235	1189	1319	1117	378	409	484	2318	1755	1569	460	507	387
M8Y62_16240	1944	1801	1548	704	831	1020	2844	1872	2033	1369	1562	1513
M8Y62_16245	5650	6019	5253	1897	2492	2728	8483	5822	5971	4328	4217	3533
M8Y62_16250	400	450	454	612	702	655	754	549	553	837	917	678
M8Y62_16255	134	156	160	67	66	90	310	234	199	70	80	49
M8Y62_16260	29330	30301	28507	14686	16266	16250	32056	23087	19802	6941	6549	4608
M8Y62_16265	120	131	110	95	88	95	199	107	116	78	64	81
M8Y62_16270	66	60	53	25	24	26	121	98	79	25	20	18
M8Y62_16275	372	402	388	113	133	149	712	517	455	102	103	63
M8Y62_16280	1933	2181	2016	2142	2523	2340	4100	2874	2829	2666	2815	2247
M8Y62_16285	1371	1512	1523	1267	1331	1352	2564	2012	1813	1168	1214	1216
M8Y62_16290	2542	2875	2498	3082	3350	3045	4767	3264	3462	3278	3715	3507
M8Y62_16295	102	98	95	47	44	52	288	201	176	40	71	37
M8Y62_16300	2979	3215	3361	1803	1918	1840	3485	2377	2330	1311	1336	1224
M8Y62_16305	494	552	515	248	311	279	1136	813	700	241	261	222
M8Y62_16310	496	476	496	102	104	121	377	221	253	109	120	89
M8Y62_16315	7579	7733	6591	22456	21200	17826	7177	4022	5228	23519	28077	19708
M8Y62_16320	279	369	377	306	328	473	993	651	590	195	247	258
M8Y62_16325	4	5	2	5	7	8	19	8	8	13	4	6
M8Y62_16330	96	100	104	24	31	39	213	140	152	34	49	33
M8Y62_16335	1160	1251	1322	1214	1242	1188	2258	1578	1400	807	807	591
M8Y62_16340	190	189	190	47	38	33	499	395	362	27	28	22
M8Y62_16345	41	66	74	49	75	45	190	159	148	98	149	74
M8Y62_16350	85	85	112	57	60	54	270	207	210	136	145	79
M8Y62_16355	3075	3110	2988	1736	1871	1903	6216	4659	4342	1503	1864	2082
M8Y62_16360	1717	2121	2521	1635	1719	1893	4836	3537	3245	1268	1302	883
M8Y62_16365	433	569	595	307	369	296	960	632	562	216	213	109
M8Y62_16370	294	362	328	287	322	362	798	528	552	501	457	460
M8Y62_16375	133	142	127	202	221	227	430	291	346	242	255	286
M8Y62_16380	65	93	62	16	21	15	173	107	94	18	24	12
M8Y62_16385	265	288	288	470	528	621	961	696	757	574	678	578
M8Y62_16390	372	472	529	565	655	674	1090	804	770	683	784	637
M8Y62_16395	177	169	177	145	179	199	690	546	498	133	145	197
M8Y62_16400	9	5	9	6	6	4	10	4	9	3	4	0
M8Y62_16405	164	150	155	217	207	169	251	194	162	255	243	144
M8Y62_16410	47	47	71	103	82	57	93	86	72	51	62	57
M8Y62_16415	38	45	51	110	121	124	150	106	98	120	103	53
M8Y62_16420	21	15	13	12	12	6	43	11	16	20	23	9
M8Y62_16425	34	27	29	27	63	41	89	41	33	85	64	72
M8Y62_16430	645	931	1197	4399	4323	4313	2366	1308	1522	5283	6177	4349
M8Y62_16435	66	51	44	37	31	35	101	77	62	32	30	28
M8Y62_16440	29	34	19	22	19	20	89	58	54	17	27	16
M8Y62_16445	15	18	7	6	8	11	26	22	13	9	12	9
M8Y62_16450	15	32	20	17	17	18	45	36	33	25	25	17
M8Y62_16455	49	79	59	103	117	123	137	101	106	94	112	142
M8Y62_16460	380	258	245	342	414	506	746	535	687	605	807	5211
M8Y62_16465	373	337	377	374	470	645	2681	1980	2239	429	618	3886
M8Y62_16470	96	116	113	89	94	106	215	166	149	67	68	64
M8Y62_16475	1175	1104	1050	1204	1397	1415	1659	1164	1145	1237	1250	1076
M8Y62_16480	30	29	38	9	16	14	53	27	24	24	16	11
M8Y62_16485	12	8	11	8	4	4	15	6	9	1	2	2
M8Y62_16490	4	11	6	5	3	10	19	8	9	2	3	2
M8Y62_16495	11	26	9	6	12	12	36	19	21	5	5	0
M8Y62_16500	27	30	25	13	7	7	52	32	28	4	8	1
M8Y62_16505	16	10	6	13	8	10	17	8	17	2	2	1
M8Y62_16510	51	41	39	23	16	23	73	113	61	12	12	9
M8Y62_16515	111	146	131	69	75	77	222	188	163	82	108	73
M8Y62_16520	213	196	252	208	159	201	433	371	327	169	220	93
M8Y62_16525	16	20	18	7	3	7	12	15	9	6	18	5
M8Y62_16530	6200	7368	8529	9456	9722	8175	11217	7569	6595	9027	9273	5120
M8Y62_16535	2126	2991	3715	2154	2083	1980	3786	2565	1853	1621	1829	909
M8Y62_16540	5448	5788	5389	6174	6566	5329	5388	3919	3663	6066	6231	4068
M8Y62_16545	149	113	121	52	50	68	222	187	174	37	41	31
M8Y62_16550	110	120	92	50	46	39	324	292	271	29	36	30
M8Y62_16555	293	330	276	183	225	207	566	513	473	243	244	275
M8Y62_16560	503	619	740	268	310	241	479	316	355	234	298	452
M8Y62_16565	168	181	199	201	283	326	412	296	421	263	356	2195
M8Y62_16570	835	755	707	944	1283	1835	1511	1369	1679	907	1034	8857
M8Y62_16575	350	363	396	393	577	768	717	623	770	415	425	2959
M8Y62_16580	209	192	198	181	253	320	463	350	416	258	263	1502
M8Y62_16585	69	62	83	82	88	128	296	190	250	78	85	414
M8Y62_16590	61	56	55	68	70	72	378	254	270	93	86	287
M8Y62_16595	90	122	107	181	180	212	294	216	244	161	175	269
M8Y62_16600	396	313	256	2508	2040	1842	1374	860	1314	2266	2535	445
M8Y62_16605	107	103	91	209	210	203	244	160	189	250	234	130
M8Y62_16610	81	67	77	298	243	218	409	311	245	250	262	68
M8Y62_16615	51	46	71	101	61	73	330	209	163	81	92	30
M8Y62_16620	15	16	19	35	27	23	86	77	56	24	29	13
M8Y62_16625	125	150	144	106	84	108	566	354	302	116	120	115
M8Y62_16630	34	41	29	16	20	23	95	77	68	24	15	11
M8Y62_16635	27	34	33	39	22	25	120	87	62	21	15	22
M8Y62_16640	62	75	71	18	32	32	263	200	132	23	12	20
M8Y62_16645	27	28	32	7	9	11	83	76	64	12	4	0
M8Y62_16650	21	34	20	17	23	17	70	50	40	8	18	12
M8Y62_16660	111	115	116	186	188	186	305	210	226	236	269	314
M8Y62_16665	80	72	111	51	66	54	242	143	144	57	58	37
M8Y62_16670	20	39	30	12	13	13	79	52	55	13	8	12
M8Y62_16675	10	16	19	5	3	7	31	17	20	3	9	7
M8Y62_16680	16	17	18	15	18	23	51	27	32	34	28	45
M8Y62_16690	46	39	56	60	63	73	127	85	76	76	81	54
M8Y62_16695	22	25	23	22	23	33	24	30	27	52	63	52
M8Y62_16700	158	163	179	271	310	333	361	227	171	432	539	256
M8Y62_16705	44	42	40	12	12	11	104	55	32	8	13	12
M8Y62_16710	1027	1236	1292	1016	1107	1059	1515	1118	801	934	982	992
M8Y62_16715	2652	3020	3639	3766	4101	4744	7583	5414	5834	2039	2223	2502
M8Y62_16720	133	143	146	85	106	107	246	169	168	170	183	125
M8Y62_16725	70	76	79	115	111	106	196	114	162	174	185	105
M8Y62_16730	98	118	95	60	46	49	203	126	134	56	61	53
M8Y62_16735	59	78	74	32	27	40	98	73	79	10	24	10
M8Y62_16740	222	238	251	149	132	173	416	348	266	94	139	65
M8Y62_16745	1065	1064	932	1205	1364	1187	974	671	699	990	1120	688
M8Y62_16750	416	492	525	638	629	685	729	509	468	681	799	589
M8Y62_16755	268	325	353	194	201	250	953	612	497	183	186	223
M8Y62_16760	515	577	623	491	524	539	1641	1245	1073	489	569	435
M8Y62_16765	154	165	176	97	114	125	364	259	208	84	83	68
M8Y62_16770	336	409	406	191	178	192	1027	887	624	129	125	110
M8Y62_16775	61	62	79	55	75	53	214	118	135	72	81	83
M8Y62_16780	14	24	28	27	15	14	41	25	16	22	22	10
M8Y62_16785	1309	1438	1327	509	504	601	1466	1024	905	382	418	332
M8Y62_16790	25584	31725	34359	42594	36455	31781	33659	23771	19783	17349	18250	6801
M8Y62_16795	526	462	460	605	599	616	646	438	460	689	769	747
M8Y62_16800	658	785	770	323	350	385	1705	1295	1153	212	218	151
M8Y62_16805	625	618	651	308	366	488	1720	1074	1090	331	450	372
M8Y62_16810	1141	1301	1460	1413	1401	1189	1117	756	653	1782	1939	1755
M8Y62_16815	335	343	329	158	153	180	420	288	261	108	132	94
M8Y62_16820	783	911	838	457	521	508	1405	1095	992	490	498	527
M8Y62_16825	508	484	508	367	361	337	820	639	562	254	256	261
M8Y62_16830	785	847	722	421	436	483	1266	938	862	398	486	532
M8Y62_16835	603	700	674	314	343	377	1416	1032	968	423	457	192
M8Y62_16840	350	346	378	642	703	787	1077	822	854	520	574	603
M8Y62_16845	505	543	560	1033	1249	1307	1113	746	893	1845	1875	1934
M8Y62_16850	553	753	590	159	183	191	1181	794	684	192	214	101
M8Y62_16855	11	14	13	3	5	2	9	11	15	4	5	7
M8Y62_16865	20	19	15	12	7	11	48	38	32	8	8	4
M8Y62_16870	25	29	34	15	8	7	61	41	38	11	11	5
M8Y62_16875	61	72	45	57	69	51	189	137	120	41	66	62
M8Y62_16880	2212	2460	2366	3522	4148	4571	6128	4694	4549	3043	3354	5094
M8Y62_16885	447	553	627	334	372	395	1597	1137	1125	334	371	227
M8Y62_16890	49	67	56	37	44	35	122	106	64	59	47	60
M8Y62_16895	27	37	43	25	15	30	77	53	41	21	28	35
M8Y62_16900	46	63	43	41	55	28	99	60	59	47	48	34
M8Y62_16905	18	27	13	16	19	25	37	29	32	7	17	24
M8Y62_16910	97	113	88	59	72	74	116	102	78	116	100	69
M8Y62_16915	3027	3241	3001	1042	1227	1366	5310	3713	3158	955	1002	1036
M8Y62_16920	164	222	214	169	150	147	453	251	224	144	170	126
M8Y62_16925	1302	1378	1365	1577	1868	2110	4844	3377	3423	1565	1894	2282
M8Y62_16930	4452	3854	3028	1615	2164	2113	4506	3211	3555	2468	2506	3212
M8Y62_16935	2598	2295	2034	630	796	890	2481	1831	1994	923	1020	1211
M8Y62_16940	1046	1162	1164	1123	1277	1352	2545	1913	1889	837	1067	966
M8Y62_16945	5393	5559	4827	2274	2383	2603	6263	4869	4793	1514	1571	2039
M8Y62_16950	820	924	946	392	411	471	1503	1220	1164	351	323	243
M8Y62_16955	801	961	940	307	358	384	1988	1636	1349	276	241	203
M8Y62_16960	559	614	612	311	330	331	1523	1150	1040	287	303	245
M8Y62_16965	477	481	460	200	213	208	965	710	568	103	141	86
M8Y62_16970	1483	1524	1252	884	970	790	1999	1410	1338	1095	1180	849
M8Y62_16975	593	677	670	586	639	685	1694	1333	1187	412	515	451
M8Y62_16980	117	128	147	156	171	128	264	188	174	163	164	151
M8Y62_16985	467	508	410	205	231	282	869	674	595	251	278	295
M8Y62_16990	224	273	214	119	132	146	441	404	358	142	162	100
M8Y62_16995	727	883	887	363	423	470	1839	1395	1289	296	305	199
M8Y62_17000	95	90	89	51	43	40	158	117	81	27	39	40
M8Y62_17005	1090	1169	1225	1136	1107	1088	2598	1873	1870	1529	1752	1157
M8Y62_17010	41537	39014	30811	12425	14360	14925	38365	26937	28017	11561	11293	10357
M8Y62_17015	1577	1682	1815	797	813	769	2984	2222	2442	694	780	400
M8Y62_17020	307	369	326	340	429	509	1180	779	842	330	389	321
M8Y62_17025	608	635	790	739	772	916	1709	1216	1254	813	920	641
M8Y62_17030	197	295	277	471	465	469	448	328	364	683	789	459
M8Y62_17035	543	658	653	400	479	561	1230	908	924	461	445	343
M8Y62_17040	10392	11704	8288	1412	1703	1498	10821	7032	5433	1106	1073	896
M8Y62_17045	50270	52512	39701	16559	17088	16035	56397	39544	32358	14660	14991	17903
M8Y62_17050	1225	1440	1396	897	852	904	1704	1291	1188	632	686	416
M8Y62_17055	175	159	155	32	60	50	448	339	285	61	71	27
M8Y62_17060	3084	2897	2446	2145	2488	2096	2946	2173	1825	2459	2449	1838
M8Y62_17065	2290	2326	1961	851	970	746	1900	1459	1065	781	848	501
M8Y62_17070	5495	5834	5290	1735	1979	1946	6524	4913	3231	1111	1124	716
M8Y62_17075	6100	6787	7264	4952	5352	5596	14262	10156	8664	3374	3235	2749
M8Y62_17080	1730	1862	1727	1215	1381	1535	3474	2646	3014	822	788	946
