Geneid	SRR35308233	SRR35308234	SRR35308235	SRR35308236	SRR35308237	SRR35308238	SRR35308239	SRR35308240	SRR35308241	SRR35308242	SRR35308243	SRR35308244
M8Y62_05065	24	13	20	9	7	9	21	25	19	5	2	2
M8Y62_05070	34	37	20	21	20	16	53	45	32	10	18	11
M8Y62_05075	28	28	20	13	23	13	47	27	31	36	42	14
M8Y62_05080	303	285	228	203	231	232	204	113	115	161	219	197
M8Y62_05085	575	708	746	612	611	812	2420	1977	1643	402	450	595
M8Y62_05090	26	37	23	27	29	39	90	63	66	18	15	15
M8Y62_05095	22	39	14	13	11	11	78	57	37	16	10	5
M8Y62_05100	9	8	8	3	4	3	40	23	15	3	8	3
M8Y62_05105	26	28	18	19	11	23	59	46	42	9	16	8
M8Y62_05110	62	53	75	50	60	64	328	200	206	56	85	55
M8Y62_05115	2	11	9	15	10	14	21	20	21	16	16	18
M8Y62_05120	59	58	56	30	35	38	197	168	134	32	27	43
M8Y62_05125	6	10	5	10	2	2	14	13	8	10	9	7
M8Y62_05130	70	97	88	27	45	38	274	195	105	38	55	40
M8Y62_05135	69	72	73	84	72	79	243	119	152	82	92	52
M8Y62_05140	54	62	84	23	27	24	147	120	77	11	22	25
M8Y62_05145	29	39	34	19	21	20	83	68	47	22	21	24
M8Y62_05150	48	43	35	41	53	60	104	59	61	82	92	121
M8Y62_05155	74	66	62	71	85	95	170	133	131	98	125	153
M8Y62_05160	619	645	702	753	942	803	1456	1000	1062	788	956	785
M8Y62_05165	12	27	27	17	22	19	55	48	40	9	5	7
M8Y62_05170	24	24	32	5	10	7	36	22	17	11	5	6
M8Y62_05175	56	60	53	34	22	27	118	84	73	21	33	19
M8Y62_05180	5	4	2	0	1	0	6	4	6	2	1	1
M8Y62_05185	20	42	39	43	38	30	150	106	102	40	45	17
M8Y62_05190	16	14	16	4	13	11	43	27	16	13	8	1
M8Y62_05195	65	48	53	30	40	39	115	61	76	23	33	19
M8Y62_05200	153	194	133	115	134	124	359	273	239	120	119	114
M8Y62_05205	1747	1851	1542	542	536	508	3524	2715	1824	328	317	170
M8Y62_05210	874	891	814	168	167	144	1948	1254	1010	74	80	28
M8Y62_05215	505	571	442	31	25	31	535	351	235	13	14	8
M8Y62_05220	37	15	5	2	2	0	3	2	1	4	0	2
M8Y62_05225	201	138	39	17	21	16	51	41	38	10	23	18
M8Y62_05230	32	20	1	3	1	1	9	4	3	0	0	0
M8Y62_05235	37	37	8	4	4	2	5	8	5	0	0	2
M8Y62_05240	40	23	10	9	1	3	7	4	9	1	2	2
M8Y62_05245	139	72	18	11	8	20	39	25	22	15	11	4
M8Y62_05250	113	81	27	17	19	14	40	27	27	15	7	5
M8Y62_05255	274	197	65	19	27	13	86	73	47	14	9	10
M8Y62_05260	102	64	23	15	7	7	35	29	14	13	8	4
M8Y62_05265	109	49	32	20	4	10	40	40	29	6	3	3
M8Y62_05270	50	20	12	5	10	6	28	19	24	4	6	4
M8Y62_05275	99	64	47	45	53	44	117	76	61	23	38	27
M8Y62_05280	119	113	102	98	97	95	208	146	137	43	54	114
M8Y62_05285	106	118	120	185	155	170	346	206	164	119	103	112
M8Y62_05290	121	95	104	89	90	93	219	124	140	47	50	43
M8Y62_05295	113	98	120	106	116	121	356	214	236	145	187	133
M8Y62_05300	50	42	17	7	8	2	34	15	11	6	9	4
M8Y62_05305	131	98	18	10	15	15	48	45	33	9	11	3
M8Y62_05310	74	67	39	22	29	29	181	102	102	17	21	32
M8Y62_05315	48	45	33	13	11	17	79	73	55	7	11	9
M8Y62_05320	56	44	42	22	24	32	100	73	52	14	27	9
M8Y62_05325	56	72	93	54	42	44	467	331	235	27	36	23
M8Y62_05330	81	79	120	62	71	74	555	384	308	65	68	38
M8Y62_05335	110	126	137	83	98	74	671	514	383	85	88	61
M8Y62_05340	23	16	30	33	31	26	127	88	77	29	24	5
M8Y62_05345	157	222	196	377	343	328	737	491	459	384	395	152
M8Y62_05350	28	40	44	75	67	66	197	139	96	91	82	23
M8Y62_05355	86	160	195	398	315	283	966	663	478	340	348	91
M8Y62_05360	72	149	128	326	301	238	586	437	331	350	322	84
M8Y62_05365	309	432	432	358	372	385	741	589	514	338	337	253
M8Y62_05370	122	151	132	51	56	43	127	81	63	28	5	3
M8Y62_05380	74	89	70	183	228	258	160	145	123	197	191	115
M8Y62_05385	350	374	321	203	180	191	649	487	486	170	179	155
M8Y62_05390	9419	10576	9941	3754	3811	3851	12028	8476	7511	3428	3522	3037
M8Y62_05395	298	352	352	66	67	81	443	364	280	62	68	42
M8Y62_05400	5041	5051	3987	1957	2321	2624	9151	6541	5980	1866	2177	2709
M8Y62_05405	3719	4259	4122	14342	15805	14208	3698	2310	2376	18363	20379	11738
M8Y62_05410	43	42	30	29	25	20	105	55	59	45	35	15
M8Y62_05415	800	783	807	183	263	213	3908	2451	3074	769	774	405
M8Y62_05420	164	169	158	26	36	45	740	501	516	97	102	58
M8Y62_05425	243	246	217	48	48	37	877	522	553	89	87	61
M8Y62_05430	241	217	199	40	62	60	650	309	335	95	88	56
M8Y62_05435	815	1032	1121	1636	1648	1435	1909	1174	1159	1758	1716	1363
M8Y62_05440	1852	2015	1905	2599	2749	2781	3561	2479	2482	2802	3099	2456
M8Y62_05445	393	419	416	543	607	575	1057	834	744	495	511	359
M8Y62_05450	1496	1636	1600	1481	1656	1731	2967	2383	2109	1131	1214	942
M8Y62_05455	1325	1592	1336	1561	1662	1857	1980	1478	1513	1370	1510	1778
M8Y62_05460	42	43	62	41	43	64	185	86	117	39	48	36
M8Y62_05465	88	96	69	37	30	25	136	94	83	14	31	19
M8Y62_05470	1084	1129	998	251	279	323	2095	1683	1431	258	273	203
M8Y62_05475	978	1100	1042	252	286	259	3262	2664	2168	245	263	157
M8Y62_05480	1135	1388	1432	185	237	233	4185	3081	2592	263	284	259
M8Y62_05485	104	121	119	58	68	94	276	203	207	54	60	85
M8Y62_05490	442	498	520	358	393	395	1189	801	659	299	334	325
M8Y62_05495	537	563	539	430	505	535	710	486	544	290	346	346
M8Y62_05500	247	243	207	137	177	193	301	200	243	105	129	154
M8Y62_05505	190	213	164	138	148	236	277	181	205	110	108	209
M8Y62_05510	26	26	29	15	18	15	92	75	69	22	16	11
M8Y62_05515	125	106	109	71	55	67	439	297	274	57	46	35
M8Y62_05520	12	19	19	7	10	5	59	32	35	15	12	12
M8Y62_05525	4	8	10	3	3	5	34	25	29	8	3	1
M8Y62_05530	35	27	33	22	18	26	132	70	77	25	39	18
M8Y62_05535	108	116	121	66	77	90	397	266	211	64	72	33
M8Y62_05540	1498	2058	2630	6405	6341	5779	1932	1463	1387	7394	7898	4717
M8Y62_05545	480	664	869	914	948	722	1019	657	811	750	784	600
M8Y62_05550	446	466	528	164	212	200	954	611	524	193	253	129
M8Y62_05555	89	129	133	26	32	39	174	92	92	44	54	24
M8Y62_05560	105	82	110	122	126	128	202	92	115	159	165	166
M8Y62_05565	216	232	247	303	384	410	2070	1548	1825	409	482	477
M8Y62_05570	124	131	107	60	81	85	506	433	401	45	48	34
M8Y62_05575	143	133	141	84	92	79	513	396	360	75	77	47
M8Y62_05580	13	13	15	6	10	11	93	76	71	10	9	6
M8Y62_05585	30	34	23	23	16	21	95	55	55	26	16	26
M8Y62_05590	59	50	57	63	55	91	135	79	116	31	65	343
M8Y62_05595	79	93	101	376	254	275	388	198	259	454	791	54
M8Y62_05600	19	25	23	3	6	5	22	11	17	15	11	8
M8Y62_05605	31	31	22	39	43	33	55	34	36	44	38	35
M8Y62_05610	40	40	34	19	18	18	87	63	45	19	23	16
M8Y62_05615	34	19	15	14	24	14	46	40	31	10	12	8
M8Y62_05620	43	42	32	27	37	27	85	52	32	38	40	19
M8Y62_05625	243	262	253	114	156	141	401	283	265	126	164	128
M8Y62_05630	6	14	11	8	11	5	23	11	12	11	8	7
M8Y62_05635	25	23	21	21	20	22	38	18	21	38	35	22
M8Y62_05640	6	1	2	1	6	5	10	1	3	9	7	2
M8Y62_05645	99	118	100	84	88	108	265	217	180	100	94	131
M8Y62_05650	243	234	225	282	313	265	673	501	527	233	269	284
M8Y62_05655	84	140	139	467	430	466	246	211	187	359	389	195
M8Y62_05660	21	14	21	25	29	28	66	42	37	24	27	18
M8Y62_05665	15	13	12	15	28	19	41	46	25	8	16	18
M8Y62_05670	22	27	27	36	27	45	84	32	54	48	66	46
M8Y62_05675	22	31	24	30	38	35	66	35	24	31	63	30
M8Y62_05680	26	43	25	47	48	48	66	61	51	44	49	36
M8Y62_05685	11	5	10	21	16	22	30	26	11	12	13	6
M8Y62_05690	6	18	16	77	75	90	65	43	50	60	68	34
M8Y62_05695	46	47	68	84	69	64	201	147	112	68	78	63
M8Y62_05700	8	3	10	4	8	5	30	25	20	19	14	9
M8Y62_05705	7	10	5	4	4	2	17	19	19	5	4	12
M8Y62_05710	34	28	28	39	47	71	119	63	87	23	32	153
M8Y62_05715	9	10	5	3	8	7	16	12	12	0	5	7
M8Y62_05720	67	66	57	71	88	79	91	78	64	41	77	67
M8Y62_05725	0	0	2	0	0	2	4	3	3	1	0	2
M8Y62_05730	3	4	3	2	6	4	14	9	14	2	4	1
M8Y62_05735	19	15	11	27	18	17	48	26	19	2	13	12
M8Y62_05740	26	18	20	19	23	17	44	33	32	8	12	48
M8Y62_05745	23	16	9	4	5	10	24	23	15	7	6	5
M8Y62_05750	23	28	30	23	12	26	62	46	49	7	9	6
M8Y62_05755	3	4	4	1	1	5	13	7	9	0	1	3
M8Y62_05760	6	12	12	6	6	16	37	36	35	6	4	6
M8Y62_05765	120	172	175	115	127	127	581	400	386	180	140	172
M8Y62_05770	83	83	80	29	39	40	283	180	165	58	58	65
M8Y62_05775	64	65	77	47	62	73	203	141	116	33	38	39
M8Y62_05780	15	11	12	4	4	4	24	13	17	2	6	3
M8Y62_05785	18	19	35	63	59	45	131	92	98	58	55	18
M8Y62_05790	68	62	73	102	93	103	219	169	151	78	108	35
M8Y62_05795	36	29	31	48	53	53	105	69	70	48	44	28
M8Y62_05800	699	741	751	269	305	346	1179	856	789	259	265	215
M8Y62_05805	48	52	40	16	16	23	159	117	105	10	23	13
M8Y62_05810	15	20	18	21	28	31	59	50	48	48	40	24
M8Y62_05815	32	18	14	15	15	22	47	32	30	10	18	7
M8Y62_05820	28	21	27	18	14	22	52	52	42	18	19	19
M8Y62_05825	47	48	61	52	53	55	191	142	131	72	82	54
M8Y62_05830	290	276	289	149	156	193	618	407	430	227	233	215
M8Y62_05835	1165721	1095282	877997	1468825	1528049	1532226	985185	686455	689785	1528457	1587932	1519347
M8Y62_05840	2163	2713	2727	937	1004	919	3381	2347	1971	726	691	556
M8Y62_05845	1017	1021	1008	890	829	919	2151	1618	1592	529	584	482
M8Y62_05850	99	116	117	39	48	52	395	262	225	47	56	51
M8Y62_05855	1500	1752	1744	708	833	870	3103	2206	2163	905	873	876
M8Y62_05860	754	790	807	257	275	341	895	646	581	239	250	225
M8Y62_05865	672	757	636	879	1023	1078	1286	889	875	1167	1107	839
M8Y62_05870	921	910	779	319	416	357	2273	1573	1852	627	579	478
M8Y62_05875	332	493	402	209	242	251	786	612	473	137	172	103
M8Y62_05880	158	223	235	82	91	84	403	332	281	82	76	46
M8Y62_05885	3764	4441	3885	2071	2441	2473	6096	4559	4213	2596	2476	1533
M8Y62_05890	2216	2278	1760	693	886	827	2238	1722	1900	602	557	528
M8Y62_05895	8953	8938	6739	2681	3051	3260	9240	6971	7806	2570	2598	2336
M8Y62_05900	10400	9750	7188	3316	3853	4029	10139	7624	8846	2916	2747	2653
M8Y62_05905	7478	6866	5009	2322	2998	3310	6854	4962	5575	3329	3119	3273
M8Y62_05910	32	46	33	7	8	19	40	37	41	7	5	8
M8Y62_05915	41	42	39	17	22	13	120	84	71	16	18	13
M8Y62_05920	79	61	48	21	18	36	180	131	126	16	19	16
M8Y62_05925	224	198	211	56	78	75	539	385	365	91	85	68
M8Y62_05930	269	304	305	121	131	152	678	413	449	141	185	142
M8Y62_05935	604	615	505	395	439	465	1001	738	713	214	270	279
M8Y62_05940	447	523	449	585	615	603	1237	924	920	479	502	453
M8Y62_05945	589	683	715	902	922	988	1510	1205	1144	840	906	699
M8Y62_05950	841	966	1087	1023	955	1083	2215	1809	1613	498	550	598
M8Y62_05955	10	12	15	11	12	5	31	25	17	12	16	17
M8Y62_05960	14821	14995	13540	24532	25821	23260	12849	8726	9082	27684	30939	20862
M8Y62_05965	2650	2927	2758	1592	1650	1942	4323	3071	2814	1529	1671	1481
M8Y62_05970	803	910	961	353	398	452	1461	1074	839	285	207	179
M8Y62_05975	660	752	685	317	414	370	754	607	520	200	184	177
M8Y62_05980	1269	1480	1281	945	960	932	6251	3985	4040	807	857	529
M8Y62_05985	8323	10739	14856	20497	16928	10239	12663	8921	3012	11135	18158	22256
M8Y62_05990	104	120	125	29	40	49	215	153	219	69	83	34
M8Y62_05995	12660	16874	20074	32320	25395	12976	21675	14921	5198	15614	24002	30959
M8Y62_06000	484	488	346	392	498	499	817	570	705	788	889	640
M8Y62_06005	311	245	225	163	159	205	341	259	266	164	186	522
M8Y62_06010	38	34	23	16	18	21	61	33	45	10	11	11
M8Y62_06015	1530	1759	1682	1274	1496	1507	3095	2231	1997	1246	1297	830
M8Y62_06020	1635	1878	1926	1425	1412	1520	4988	3799	3159	1484	1634	1221
M8Y62_06025	83	94	92	67	53	70	315	178	177	42	45	24
M8Y62_06030	229	223	262	101	114	140	322	231	234	81	104	106
M8Y62_06035	669	766	738	822	1062	976	1716	1128	1339	1344	1399	930
M8Y62_06040	273	311	335	744	849	780	768	558	581	741	720	646
M8Y62_06045	14586	14832	15533	17264	17479	15159	41889	29709	29251	13900	15384	13960
M8Y62_06050	1058	1192	1337	649	712	829	1919	1430	1338	469	505	344
M8Y62_06055	227	279	282	452	484	435	735	493	514	567	539	367
M8Y62_06060	525	581	594	423	515	428	1321	912	808	354	365	225
M8Y62_06065	11176	11472	10278	6337	7966	6464	25044	17632	21576	14471	13672	10469
M8Y62_06070	7447	7784	7584	6225	6982	6451	15216	12017	11780	6983	6473	5880
M8Y62_06075	1470	1527	1426	441	572	705	3019	2569	2025	460	426	293
M8Y62_06080	1151	1100	873	481	584	586	1807	1493	1396	595	581	494
M8Y62_06085	3559	3599	2958	1128	1422	1581	6169	4833	4665	943	1089	666
M8Y62_06090	2383	2282	1626	555	703	794	2492	1890	2121	643	779	823
M8Y62_06095	256	298	348	105	110	118	718	539	474	90	111	56
M8Y62_06100	498	563	612	450	459	494	1663	1192	1022	432	417	130
M8Y62_06105	126	131	139	120	145	125	389	290	248	149	136	90
M8Y62_06110	294	291	260	247	256	303	694	538	499	107	124	130
M8Y62_06115	75	104	100	70	59	61	220	182	168	70	85	70
M8Y62_06120	59	71	73	27	33	38	196	142	113	55	39	26
M8Y62_06125	203	187	175	131	160	149	418	331	303	119	124	100
M8Y62_06130	170	199	229	343	351	324	539	438	399	360	372	207
M8Y62_06135	64	69	92	100	116	115	288	234	203	138	169	64
M8Y62_06140	112	145	156	71	88	85	370	228	241	85	95	44
M8Y62_06145	686	830	960	485	580	695	2189	1760	2091	375	436	218
M8Y62_06150	510	596	527	212	286	224	737	553	545	185	167	109
M8Y62_06155	219	274	241	151	120	141	622	495	413	96	99	61
M8Y62_06160	488	560	524	377	381	475	1513	1193	1133	315	336	203
M8Y62_06165	988	1015	924	1705	1714	1567	1702	1062	1170	2039	2376	2349
M8Y62_06170	305	329	362	484	569	619	1614	1072	938	314	343	348
M8Y62_06175	990	1023	1298	1354	1577	1704	4866	3356	4033	1821	1979	2319
M8Y62_06180	79	81	102	290	338	292	210	163	150	254	280	173
M8Y62_06190	138	149	134	71	81	80	444	291	235	91	102	73
M8Y62_06195	87	89	102	80	75	45	201	153	152	85	74	52
M8Y62_06200	116	132	145	59	61	57	269	223	169	46	53	33
M8Y62_06205	397	462	490	276	287	298	1537	1339	945	307	311	201
M8Y62_06210	452	620	713	717	739	814	2504	2248	1450	681	718	812
M8Y62_06215	242	251	207	200	180	184	653	455	451	168	155	140
M8Y62_06220	105	88	100	95	106	100	317	256	283	77	70	96
M8Y62_06225	78	73	64	36	37	34	233	155	177	25	31	25
M8Y62_06230	415	457	447	73	86	55	1106	736	783	125	117	67
M8Y62_06235	563	700	652	214	197	194	1622	1281	1097	181	176	136
M8Y62_06240	3643	3894	3877	2917	3473	3719	6716	5828	6016	3157	3672	2478
M8Y62_06245	2435	2597	2818	3394	4546	6065	4023	3670	4288	2587	2828	3254
M8Y62_06250	639	656	605	732	1020	1177	779	700	779	885	1018	1619
M8Y62_06255	1552	1392	1300	1635	2209	2523	1781	1409	1760	2627	2881	5331
M8Y62_06260	162	129	167	62	73	106	282	234	266	71	69	132
M8Y62_06265	421	467	456	328	359	435	1063	807	785	264	239	710
M8Y62_06270	110	136	114	86	88	103	245	201	169	77	70	221
M8Y62_06275	429	462	438	171	220	272	716	471	458	99	116	164
M8Y62_06280	774	796	720	767	802	885	2178	1649	1621	491	502	741
M8Y62_06285	290	251	245	208	248	277	846	623	610	132	123	192
M8Y62_06290	125	138	109	45	37	48	238	194	150	63	45	47
M8Y62_06295	666	657	728	1151	1262	1190	2230	1552	1654	1306	1444	1536
M8Y62_06300	2598	3057	3056	2029	2208	2372	6520	4945	3971	1435	1653	1137
M8Y62_06305	609	683	623	346	359	349	990	702	609	216	254	180
M8Y62_06310	305	361	343	221	237	268	1101	763	792	286	296	451
M8Y62_06315	859	1039	1021	281	299	327	2215	1611	1427	246	290	151
M8Y62_06320	1587	1946	2008	883	971	1119	3913	2976	2518	635	646	450
M8Y62_06325	728	916	903	577	634	639	2218	1673	1434	593	601	457
M8Y62_06330	3379	3816	3546	2408	2548	2594	7066	5202	4856	1667	1754	1411
M8Y62_06335	1616	1838	1688	872	992	1034	3586	2801	2542	995	939	742
M8Y62_06340	3101	3512	3046	1855	2175	2207	6623	4703	4566	1713	1817	1508
M8Y62_06345	3157	3197	2588	1734	1831	1946	3680	2845	2846	1300	1418	1183
M8Y62_06350	35	51	42	12	14	15	207	122	133	17	13	12
M8Y62_06355	626	605	588	463	509	506	704	492	484	518	617	423
M8Y62_06360	609	675	786	482	456	493	1628	1276	1153	453	548	228
M8Y62_06365	1433	1762	1907	1056	1176	1339	3840	2768	2426	1307	1472	620
M8Y62_06370	2388	2648	2294	2182	2411	2881	4051	3130	2959	2374	2737	2638
M8Y62_06375	60	59	55	96	99	95	252	166	221	89	109	275
M8Y62_06380	3	4	3	2	9	1	12	12	7	7	10	6
M8Y62_06385	9	8	17	23	20	12	24	23	18	38	31	22
M8Y62_06390	0	2	2	1	5	2	2	1	1	7	1	1
M8Y62_06395	6	7	5	32	30	27	23	10	18	85	66	60
M8Y62_06400	12	9	10	22	33	23	15	12	18	48	48	32
M8Y62_06405	18	16	8	54	62	37	32	21	21	89	90	86
M8Y62_06410	17	8	11	60	73	78	29	22	19	162	138	109
M8Y62_06415	8	4	3	6	11	13	8	7	7	23	17	12
M8Y62_06420	8	4	8	10	25	20	5	5	4	36	21	24
M8Y62_06425	1	0	2	3	6	4	2	1	4	3	10	10
M8Y62_06430	496	572	452	1341	1499	1218	1235	892	946	1595	1621	1205
M8Y62_06435	10	19	8	9	13	9	33	19	10	15	20	12
M8Y62_06440	4	5	1	10	10	9	13	6	6	17	25	17
M8Y62_06445	25	7	10	15	22	15	83	46	46	29	43	32
M8Y62_06450	6	3	6	18	15	15	24	11	23	30	31	28
M8Y62_06455	4	7	4	7	10	10	12	4	6	12	15	8
M8Y62_06460	7	4	7	20	17	19	25	3	20	41	39	25
M8Y62_06465	9	4	5	18	18	12	18	11	5	37	36	22
M8Y62_06470	7	12	5	22	17	6	30	15	13	21	39	21
M8Y62_06475	2	7	10	11	26	19	20	18	15	33	30	14
M8Y62_06480	16	17	24	33	31	27	56	31	33	51	45	34
M8Y62_06490	2	2	3	8	7	5	9	7	5	10	10	11
M8Y62_06495	16	24	14	11	15	22	29	18	28	26	25	16
M8Y62_06500	90	96	83	55	51	74	103	59	68	77	79	65
M8Y62_06505	112	103	104	77	87	93	233	164	132	127	142	121
M8Y62_06510	60	48	62	35	37	42	162	107	100	69	75	43
M8Y62_06515	42	64	56	69	101	89	130	90	99	147	172	106
M8Y62_06520	18	15	15	13	16	11	17	16	9	11	23	12
M8Y62_06525	15	7	4	17	14	11	18	11	13	27	41	23
M8Y62_06530	0	4	2	9	3	5	8	7	4	18	20	8
M8Y62_06535	21	24	25	37	55	47	57	35	27	85	111	75
M8Y62_06540	3	2	0	2	1	2	5	4	1	0	5	2
M8Y62_06545	15	16	16	21	16	25	53	42	27	37	35	34
M8Y62_06550	96	122	77	153	159	158	257	159	166	400	453	375
M8Y62_06555	25	17	22	49	39	45	43	27	37	110	127	82
M8Y62_06560	13	30	10	18	19	28	17	26	21	40	55	38
M8Y62_06565	36	51	48	23	18	37	72	42	45	22	24	18
M8Y62_06570	107	79	82	34	48	50	194	130	113	73	83	60
M8Y62_06575	20	25	12	11	4	9	32	28	26	14	18	7
M8Y62_06580	12	15	13	12	10	11	20	14	7	3	6	3
M8Y62_06585	218	180	173	116	147	138	340	236	201	157	163	145
M8Y62_06590	110	95	109	50	58	43	179	126	104	45	53	28
M8Y62_06595	194	263	200	151	164	161	419	249	239	160	169	131
M8Y62_06600	197	174	152	307	377	366	387	243	269	703	718	587
M8Y62_06605	961	1089	1123	1051	1305	1297	2069	1330	1277	1820	1987	1534
M8Y62_06610	18	10	13	14	12	17	20	24	16	18	28	19
M8Y62_06615	31	17	29	16	22	21	46	21	19	21	52	33
M8Y62_06620	5	3	1	3	2	0	0	1	4	2	2	1
M8Y62_06625	0	1	2	1	3	0	0	5	2	2	1	3
M8Y62_06630	10	5	5	12	5	2	4	6	3	17	17	6
M8Y62_06635	15	12	15	8	13	6	18	9	13	29	13	9
M8Y62_06640	169	175	154	113	130	126	318	199	196	246	295	192
M8Y62_06645	12	24	15	11	15	9	52	29	37	20	24	14
M8Y62_06650	64	51	51	13	26	19	133	73	54	22	20	17
M8Y62_06655	128	123	149	91	117	146	443	312	214	152	151	141
M8Y62_06660	71	80	72	34	53	29	147	110	102	62	74	41
M8Y62_06665	217	236	172	68	72	71	538	378	253	80	87	40
M8Y62_06670	846	966	1015	797	770	909	2448	1809	1477	576	660	391
M8Y62_06675	2066	2479	2354	2165	2337	2174	4221	3109	2642	1833	1957	1316
M8Y62_06680	99	103	137	71	88	103	342	242	308	73	77	54
M8Y62_06685	187	285	345	273	326	368	945	720	877	390	451	207
M8Y62_06690	834	895	821	697	942	749	1648	1116	1467	985	796	389
M8Y62_06695	1046	1162	1192	1277	1497	1483	1705	1211	1158	1430	1471	929
M8Y62_06700	406	483	460	317	395	371	1396	959	1124	606	693	335
M8Y62_06705	164	178	156	72	64	84	480	301	270	65	76	34
M8Y62_06710	549	595	641	290	275	344	1221	902	757	471	461	235
M8Y62_06715	149	191	179	110	177	132	416	296	209	208	161	160
M8Y62_06720	448	501	423	116	128	175	680	501	470	123	125	136
M8Y62_06725	1577	1782	1714	609	664	717	3149	2257	2107	824	850	605
M8Y62_06730	8	10	9	2	1	1	24	20	4	0	0	1
M8Y62_06735	412	422	455	276	348	303	1245	820	797	328	311	268
M8Y62_06740	1122	1213	1424	812	1131	1090	2328	1578	1532	1196	1202	1640
M8Y62_06745	1190	1344	1357	1460	1822	1824	2522	1753	1629	1424	1539	1647
M8Y62_06750	3348	3632	3545	3639	4296	4135	7812	5422	5670	4071	4033	4416
M8Y62_06755	3997	4034	3656	2570	3223	3260	7189	5268	5593	3147	3342	3557
M8Y62_06760	1517	1655	1625	1040	1212	1309	2794	2085	2238	1067	1173	843
M8Y62_06765	589	617	665	538	519	641	986	732	700	411	492	310
M8Y62_06770	516	597	556	399	408	445	821	623	531	244	254	198
M8Y62_06775	217	254	247	253	236	207	366	252	218	189	186	118
M8Y62_06780	203	269	259	330	408	376	480	299	284	440	575	441
M8Y62_06785	482	474	549	385	392	466	1537	1075	1035	239	326	282
M8Y62_06790	87	66	77	55	70	71	174	138	112	62	59	56
M8Y62_06795	72	77	44	27	26	35	62	28	48	26	31	74
M8Y62_06800	370	382	355	150	167	141	2058	1503	1653	117	111	164
M8Y62_06805	564	618	570	348	429	431	1270	1005	935	330	416	330
M8Y62_06810	131	141	187	115	123	153	313	206	228	192	178	127
M8Y62_06815	267	331	407	157	155	135	697	493	448	104	122	95
M8Y62_06820	566	928	1097	1417	1381	1475	2989	2657	2147	1103	1228	992
M8Y62_06825	308	434	598	1036	1034	1019	1356	1142	963	905	1166	869
M8Y62_06830	6235	6524	6531	4060	4690	4749	9089	6869	6244	2766	3036	4195
M8Y62_06835	21	32	25	9	17	4	25	27	33	2	4	4
M8Y62_06840	52	39	38	7	5	10	20	16	21	2	2	8
M8Y62_06845	87	78	80	36	48	39	61	31	31	28	16	57
M8Y62_06850	75	65	71	11	18	16	37	28	27	1	6	15
M8Y62_06855	60	62	37	22	27	19	31	37	27	4	10	18
M8Y62_06860	91	90	83	92	123	124	59	45	38	122	120	348
M8Y62_06865	86	79	51	69	106	91	30	29	22	46	64	138
M8Y62_06870	283	214	152	180	211	228	155	121	106	110	113	307
M8Y62_06875	101	76	66	55	64	69	58	36	44	24	36	111
M8Y62_06880	84	80	66	33	45	45	37	37	31	24	22	50
M8Y62_06885	83	77	61	49	63	66	67	41	34	46	55	106
M8Y62_06890	113	120	76	87	85	88	140	77	85	47	65	80
M8Y62_06895	154	142	128	144	150	141	150	123	84	111	115	210
M8Y62_06900	61	50	63	69	71	64	59	51	39	39	53	92
M8Y62_06905	95	99	90	88	74	69	157	126	105	53	53	67
M8Y62_06910	51	55	64	47	66	62	110	80	68	70	50	85
M8Y62_06915	131	111	125	77	71	96	323	225	225	45	47	42
M8Y62_06920	438	495	551	629	641	749	1450	1089	964	439	411	253
M8Y62_06925	975	1186	1381	701	810	798	2608	1930	1647	472	453	336
M8Y62_06930	166	165	177	296	357	313	502	358	385	457	438	364
M8Y62_06935	53	65	56	67	68	70	194	136	119	75	67	48
M8Y62_06940	317	370	422	173	207	233	564	435	502	262	273	221
M8Y62_06945	3681	4161	3911	2949	3177	3078	7020	4691	4341	2944	2931	2321
M8Y62_06955	46	61	81	99	116	119	207	174	141	129	103	327
M8Y62_06960	40	41	32	61	91	94	170	121	117	96	99	418
M8Y62_06965	27	23	29	38	20	41	100	79	61	54	27	186
M8Y62_06970	43	53	55	70	63	81	255	224	153	70	110	414
M8Y62_06975	305	371	384	420	424	515	1162	799	706	248	277	209
M8Y62_06980	97	113	91	100	101	111	214	158	139	153	157	90
M8Y62_06985	114	119	103	39	62	65	394	290	288	96	119	55
M8Y62_06990	196	221	159	160	172	157	722	433	482	169	221	204
M8Y62_06995	29	36	27	19	12	15	128	74	74	9	19	15
M8Y62_07000	4677	5340	4953	6678	7521	6592	8303	5464	5319	8977	8980	7314
M8Y62_07005	4903	6058	5579	5186	5924	5930	12335	8479	7493	4993	5534	4415
M8Y62_07010	1656	1843	1778	1270	1363	1656	4775	3563	3150	1043	1128	971
M8Y62_07015	579	683	718	813	888	1104	2298	1701	1516	837	887	1730
M8Y62_07020	351	331	410	223	213	210	632	452	480	172	122	166
M8Y62_07025	1657	1873	1966	1875	2095	2171	3886	2710	2730	1585	1887	1792
M8Y62_07030	1008	1192	977	662	768	780	2069	1555	1328	744	854	706
M8Y62_07035	186	206	176	213	193	215	304	233	240	296	358	295
M8Y62_07040	243	267	315	138	165	179	557	448	393	213	186	154
M8Y62_07045	117	136	132	53	49	55	214	188	140	39	38	29
M8Y62_07050	7	16	9	1	9	3	26	12	12	5	3	2
M8Y62_07055	4	6	1	0	0	1	4	3	3	1	0	0
M8Y62_07060	4	13	10	0	2	4	29	13	15	7	4	5
